date,symbol,spot_close,spot_prev,fut_close,fut_prev,sigma_underlying,sigma_futures,sigma_applicable,ann_applicable
2015-10-30,NIFTY,8065.8,8111.75,8094.7,8111.75,0.0088,0.0088,0.0088,0.1678
2015-11-02,BANKNIFTY,17340.6,17354.5,17396.6,17416.9,0.0128,0.0132,0.0132,0.2515
2015-11-02,NIFTY,8050.8,8065.8,8076.15,8094.7,0.0085,0.0085,0.0085,0.1629
2015-11-03,BANKNIFTY,17325.6,17340.6,17377.05,17396.6,0.0125,0.0128,0.0128,0.2439
2015-11-03,NIFTY,8060.7,8050.8,8087.25,8076.15,0.0083,0.0083,0.0083,0.158
2015-11-04,BANKNIFTY,17221.05,17325.6,17288.9,17377.05,0.0122,0.0124,0.0124,0.2376
2015-11-04,NIFTY,8040.2,8060.7,8070.05,8087.25,0.008,0.008,0.008,0.1537
2015-11-05,BANKNIFTY,16995.1,17221.05,17071.85,17288.9,0.0122,0.0124,0.0124,0.2379
2015-11-05,NIFTY,7955.45,8040.2,7989.4,8070.05,0.0082,0.0082,0.0082,0.157
2015-11-06,BANKNIFTY,17086.5,16995.1,17167.2,17071.85,0.0119,0.0121,0.0121,0.2321
2015-11-06,NIFTY,7954.3,7955.45,7977.4,7989.4,0.008,0.0079,0.008,0.1523
2015-11-09,BANKNIFTY,17003.0,17086.5,17068.5,17167.2,0.0116,0.0119,0.0119,0.2266
2015-11-09,NIFTY,7915.2,7954.3,7936.05,7977.4,0.0078,0.0078,0.0078,0.1494
2015-11-10,BANKNIFTY,16836.0,17003.0,16864.45,17068.5,0.0115,0.0119,0.0119,0.2268
2015-11-10,NIFTY,7783.35,7915.2,7802.5,7936.05,0.0086,0.0086,0.0086,0.1648
2015-11-11,BANKNIFTY,16956.0,16836.0,16951.85,16864.45,0.0113,0.0116,0.0116,0.2212
2015-11-11,NIFTY,7825.0,7783.35,7825.05,7802.5,0.0085,0.0084,0.0085,0.1617
2015-11-13,BANKNIFTY,16932.85,16956.0,16958.15,16951.85,0.011,0.0112,0.0112,0.2145
2015-11-13,NIFTY,7762.25,7825.0,7774.3,7825.05,0.0084,0.0083,0.0084,0.1613
2015-11-16,BANKNIFTY,17184.9,16932.85,17214.6,16958.15,0.0112,0.0115,0.0115,0.2195
2015-11-16,NIFTY,7806.6,7762.25,7827.25,7774.3,0.0083,0.0082,0.0083,0.1586
2015-11-17,BANKNIFTY,17140.45,17184.9,17179.4,17214.6,0.0109,0.0111,0.0111,0.213
2015-11-17,NIFTY,7837.55,7806.6,7852.6,7827.25,0.0081,0.008,0.0081,0.1549
2015-11-18,BANKNIFTY,16812.1,17140.45,16810.5,17179.4,0.0116,0.012,0.012,0.2302
2015-11-18,NIFTY,7731.8,7837.55,7731.95,7852.6,0.0085,0.0086,0.0086,0.1649
2015-11-19,BANKNIFTY,17071.9,16812.1,17091.8,16810.5,0.0119,0.0124,0.0124,0.2363
2015-11-19,NIFTY,7842.75,7731.8,7858.35,7731.95,0.009,0.0093,0.0093,0.177
2015-11-20,BANKNIFTY,17055.6,17071.9,17050.8,17091.8,0.0115,0.012,0.012,0.2294
2015-11-20,NIFTY,7856.55,7842.75,7851.6,7858.35,0.0087,0.009,0.009,0.1716
2015-11-23,BANKNIFTY,17060.25,17055.6,17057.65,17050.8,0.0111,0.0116,0.0116,0.2224
2015-11-23,NIFTY,7849.25,7856.55,7851.25,7851.6,0.0085,0.0087,0.0087,0.1664
2015-11-24,BANKNIFTY,16988.65,17060.25,17006.05,17057.65,0.0109,0.0113,0.0113,0.2161
2015-11-24,NIFTY,7831.6,7849.25,7832.25,7851.25,0.0082,0.0085,0.0085,0.1617
2015-11-26,BANKNIFTY,17036.55,16988.65,17036.55,17006.05,0.0105,0.011,0.011,0.2096
2015-11-26,NIFTY,7883.8,7831.6,7883.8,7832.25,0.0081,0.0084,0.0084,0.1598
2015-11-27,BANKNIFTY,17370.95,17036.55,17425.25,17036.55,0.0113,0.012,0.012,0.229
2015-11-27,NIFTY,7942.7,7883.8,7972.2,7883.8,0.0081,0.0086,0.0086,0.1635
2015-11-30,BANKNIFTY,17430.4,17370.95,17490.4,17425.25,0.011,0.0117,0.0117,0.2228
2015-11-30,NIFTY,7935.25,7942.7,7980.1,7972.2,0.0078,0.0083,0.0083,0.1586
2015-12-01,BANKNIFTY,17398.55,17430.4,17474.6,17490.4,0.0106,0.0113,0.0113,0.216
2015-12-01,NIFTY,7954.9,7935.25,7987.75,7980.1,0.0076,0.008,0.008,0.1538
2015-12-02,BANKNIFTY,17218.5,17398.55,17281.5,17474.6,0.0106,0.0113,0.0113,0.2158
2015-12-02,NIFTY,7931.35,7954.9,7962.9,7987.75,0.0074,0.0078,0.0078,0.1498
2015-12-03,BANKNIFTY,17110.1,17218.5,17171.85,17281.5,0.0104,0.0111,0.0111,0.2113
2015-12-03,NIFTY,7864.15,7931.35,7890.8,7962.9,0.0075,0.0079,0.0079,0.1514
2015-12-04,BANKNIFTY,16897.3,17110.1,16984.8,17171.85,0.0106,0.0111,0.0111,0.2112
2015-12-04,NIFTY,7781.9,7864.15,7820.5,7890.8,0.0077,0.008,0.008,0.1526
2015-12-07,BANKNIFTY,16947.0,16897.3,17034.55,16984.8,0.0103,0.0107,0.0107,0.2052
2015-12-07,NIFTY,7765.4,7781.9,7808.8,7820.5,0.0075,0.0078,0.0078,0.1481
2015-12-08,BANKNIFTY,16801.15,16947.0,16860.4,17034.55,0.0102,0.0107,0.0107,0.2047
2015-12-08,NIFTY,7701.7,7765.4,7728.6,7808.8,0.0075,0.0079,0.0079,0.1515
2015-12-09,BANKNIFTY,16660.75,16801.15,16724.5,16860.4,0.0101,0.0106,0.0106,0.202
2015-12-09,NIFTY,7612.5,7701.7,7644.35,7728.6,0.0079,0.0081,0.0081,0.1556
2015-12-10,BANKNIFTY,16711.05,16660.75,16775.85,16724.5,0.0098,0.0103,0.0103,0.1964
2015-12-10,NIFTY,7683.3,7612.5,7710.75,7644.35,0.0079,0.0082,0.0082,0.1562
2015-12-11,BANKNIFTY,16342.5,16711.05,16389.65,16775.85,0.011,0.0115,0.0115,0.2194
2015-12-11,NIFTY,7610.45,7683.3,7627.9,7710.75,0.008,0.0084,0.0084,0.1597
2015-12-14,BANKNIFTY,16350.65,16342.5,16388.35,16389.65,0.0106,0.0111,0.0111,0.2127
2015-12-14,NIFTY,7650.05,7610.45,7668.0,7627.9,0.0079,0.0082,0.0082,0.1567
2015-12-15,BANKNIFTY,16398.65,16350.65,16404.3,16388.35,0.0103,0.0108,0.0108,0.2063
2015-12-15,NIFTY,7700.9,7650.05,7709.4,7668.0,0.0078,0.0081,0.0081,0.154
2015-12-16,BANKNIFTY,16579.4,16398.65,16578.05,16404.3,0.0104,0.0108,0.0108,0.206
2015-12-16,NIFTY,7750.9,7700.9,7758.2,7709.4,0.0078,0.008,0.008,0.1522
2015-12-17,BANKNIFTY,16741.5,16579.4,16772.0,16578.05,0.0103,0.0108,0.0108,0.207
2015-12-17,NIFTY,7844.35,7750.9,7856.4,7758.2,0.0081,0.0083,0.0083,0.1589
2015-12-18,BANKNIFTY,16594.3,16741.5,16638.7,16772.0,0.0102,0.0107,0.0107,0.2041
2015-12-18,NIFTY,7761.95,7844.35,7790.1,7856.4,0.0082,0.0083,0.0083,0.1591
2015-12-21,BANKNIFTY,16825.15,16594.3,16817.45,16638.7,0.0105,0.0107,0.0107,0.2041
2015-12-21,NIFTY,7834.45,7761.95,7841.45,7790.1,0.0083,0.0082,0.0083,0.1588
2015-12-22,BANKNIFTY,16749.2,16825.15,16715.3,16817.45,0.0102,0.0105,0.0105,0.2
2015-12-22,NIFTY,7786.1,7834.45,7785.1,7841.45,0.0082,0.0082,0.0082,0.1567
2015-12-23,BANKNIFTY,16882.5,16749.2,16851.15,16715.3,0.0101,0.0103,0.0103,0.1975
2015-12-23,NIFTY,7865.95,7786.1,7864.0,7785.1,0.0083,0.0083,0.0083,0.1592
2015-12-24,BANKNIFTY,16811.0,16882.5,16830.0,16851.15,0.0099,0.01,0.01,0.1916
2015-12-24,NIFTY,7861.05,7865.95,7871.75,7864.0,0.0081,0.0081,0.0081,0.1544
2015-12-28,BANKNIFTY,16979.15,16811.0,16930.8,16830.0,0.0099,0.0098,0.0099,0.1884
2015-12-28,NIFTY,7925.15,7861.05,7908.55,7871.75,0.0081,0.0079,0.0081,0.1545
2015-12-29,BANKNIFTY,16991.45,16979.15,17010.8,16930.8,0.0096,0.0096,0.0096,0.1835
2015-12-29,NIFTY,7928.95,7925.15,7932.05,7908.55,0.0078,0.0077,0.0078,0.1498
2015-12-30,BANKNIFTY,16917.9,16991.45,16913.7,17010.8,0.0093,0.0094,0.0094,0.1799
2015-12-30,NIFTY,7896.25,7928.95,7901.9,7932.05,0.0077,0.0075,0.0077,0.1465
2015-12-31,BANKNIFTY,16922.2,16917.9,16922.2,16913.7,0.009,0.0091,0.0091,0.1744
2015-12-31,NIFTY,7946.35,7896.25,7946.35,7901.9,0.0076,0.0074,0.0076,0.1451
2016-01-01,BANKNIFTY,17039.25,16922.2,17096.8,16922.2,0.0089,0.0092,0.0092,0.1758
2016-01-01,NIFTY,7963.2,7946.35,7982.0,7946.35,0.0074,0.0073,0.0074,0.141
2016-01-04,BANKNIFTY,16599.15,17039.25,16629.45,17096.8,0.0108,0.0112,0.0112,0.2142
2016-01-04,NIFTY,7791.3,7963.2,7809.8,7982.0,0.0089,0.0088,0.0089,0.1707
2016-01-05,BANKNIFTY,16542.5,16599.15,16579.9,16629.45,0.0105,0.0109,0.0109,0.2081
2016-01-05,NIFTY,7784.65,7791.3,7802.75,7809.8,0.0087,0.0086,0.0087,0.1655
2016-01-06,BANKNIFTY,16433.15,16542.5,16454.75,16579.9,0.0103,0.0107,0.0107,0.2049
2016-01-06,NIFTY,7741.0,7784.65,7750.05,7802.75,0.0085,0.0085,0.0085,0.1626
2016-01-07,BANKNIFTY,16073.85,16433.15,16099.15,16454.75,0.0114,0.0117,0.0117,0.2234
2016-01-07,NIFTY,7568.3,7741.0,7582.05,7750.05,0.0099,0.0098,0.0099,0.1897
2016-01-08,BANKNIFTY,16142.65,16073.85,16151.65,16099.15,0.0111,0.0114,0.0114,0.2171
2016-01-08,NIFTY,7601.35,7568.3,7605.2,7582.05,0.0097,0.0095,0.0097,0.1851
2016-01-11,BANKNIFTY,16016.25,16142.65,16035.85,16151.65,0.0109,0.0112,0.0112,0.2132
2016-01-11,NIFTY,7563.85,7601.35,7583.75,7605.2,0.0095,0.0093,0.0095,0.1809
2016-01-12,BANKNIFTY,15734.8,16016.25,15783.95,16035.85,0.0114,0.0115,0.0115,0.2196
2016-01-12,NIFTY,7510.3,7563.85,7534.05,7583.75,0.0093,0.0091,0.0093,0.1786
2016-01-13,BANKNIFTY,15871.85,15734.8,15879.75,15783.95,0.0113,0.0112,0.0113,0.2153
2016-01-13,NIFTY,7562.4,7510.3,7574.55,7534.05,0.0092,0.009,0.0092,0.1761
2016-01-14,BANKNIFTY,15609.8,15871.85,15588.4,15879.75,0.0117,0.0118,0.0118,0.2255
2016-01-14,NIFTY,7536.8,7562.4,7540.55,7574.55,0.009,0.0088,0.009,0.1715
2016-01-15,BANKNIFTY,15206.3,15609.8,15204.25,15588.4,0.013,0.013,0.013,0.2484
2016-01-15,NIFTY,7437.8,7536.8,7446.25,7540.55,0.0093,0.009,0.0093,0.1774
2016-01-18,BANKNIFTY,15020.8,15206.3,15050.9,15204.25,0.013,0.0128,0.013,0.2476
2016-01-18,NIFTY,7351.0,7437.8,7372.25,7446.25,0.0095,0.0091,0.0095,0.1806
2016-01-19,BANKNIFTY,15269.65,15020.8,15272.95,15050.9,0.0132,0.0129,0.0132,0.252
2016-01-19,NIFTY,7435.1,7351.0,7438.1,7372.25,0.0096,0.0091,0.0096,0.183
2016-01-20,BANKNIFTY,14935.5,15269.65,14909.15,15272.95,0.0139,0.0139,0.0139,0.2654
2016-01-20,NIFTY,7309.3,7435.1,7306.95,7438.1,0.0102,0.0098,0.0102,0.1946
2016-01-21,BANKNIFTY,15101.2,14935.5,15105.0,14909.15,0.0137,0.0138,0.0138,0.264
2016-01-21,NIFTY,7276.8,7309.3,7290.85,7306.95,0.0099,0.0095,0.0099,0.1898
2016-01-22,BANKNIFTY,15497.55,15101.2,15493.25,15105.0,0.0148,0.0148,0.0148,0.2822
2016-01-22,NIFTY,7422.45,7276.8,7430.7,7290.85,0.0108,0.0104,0.0108,0.206
2016-01-25,BANKNIFTY,15561.15,15497.55,15516.2,15493.25,0.0143,0.0143,0.0143,0.2739
2016-01-25,NIFTY,7436.15,7422.45,7435.45,7430.7,0.0105,0.01,0.0105,0.2
2016-01-27,BANKNIFTY,15534.6,15561.15,15518.3,15516.2,0.0139,0.0139,0.0139,0.2657
2016-01-27,NIFTY,7437.75,7436.15,7433.4,7435.45,0.0101,0.0097,0.0101,0.1939
2016-01-28,BANKNIFTY,15381.45,15534.6,15381.45,15518.3,0.0137,0.0136,0.0137,0.2618
2016-01-28,NIFTY,7424.65,7437.75,7424.65,7433.4,0.0098,0.0094,0.0098,0.1881
2016-01-29,BANKNIFTY,15522.4,15381.45,15536.8,15381.45,0.0135,0.0134,0.0135,0.2573
2016-01-29,NIFTY,7563.55,7424.65,7568.05,7424.65,0.0106,0.0103,0.0106,0.202
2016-02-01,BANKNIFTY,15314.45,15522.4,15363.25,15536.8,0.0135,0.0133,0.0135,0.2574
2016-02-01,NIFTY,7555.95,7563.55,7565.35,7568.05,0.0103,0.01,0.0103,0.1959
2016-02-02,BANKNIFTY,15068.0,15314.45,15112.05,15363.25,0.0137,0.0135,0.0137,0.2608
2016-02-02,NIFTY,7455.55,7555.95,7474.95,7565.35,0.0105,0.0101,0.0105,0.2
2016-02-03,BANKNIFTY,14834.05,15068.0,14892.85,15112.05,0.0138,0.0136,0.0138,0.2633
2016-02-03,NIFTY,7361.8,7455.55,7383.5,7474.95,0.0106,0.0103,0.0106,0.2027
2016-02-04,BANKNIFTY,14869.15,14834.05,14921.55,14892.85,0.0134,0.0132,0.0134,0.2555
2016-02-04,NIFTY,7404.0,7361.8,7422.65,7383.5,0.0104,0.01,0.0104,0.1983
2016-02-05,BANKNIFTY,15162.05,14869.15,15226.2,14921.55,0.0138,0.0137,0.0138,0.264
2016-02-05,NIFTY,7489.1,7404.0,7519.2,7422.65,0.0104,0.0102,0.0104,0.1996
2016-02-08,BANKNIFTY,15046.8,15162.05,15072.3,15226.2,0.0135,0.0135,0.0135,0.2585
2016-02-08,NIFTY,7387.25,7489.1,7393.45,7519.2,0.0107,0.0107,0.0107,0.2051
2016-02-09,BANKNIFTY,14875.1,15046.8,14919.95,15072.3,0.0134,0.0134,0.0134,0.2562
2016-02-09,NIFTY,7298.2,7387.25,7325.05,7393.45,0.0108,0.0107,0.0108,0.2056
2016-02-10,BANKNIFTY,14588.45,14875.1,14643.25,14919.95,0.0138,0.0137,0.0138,0.2646
2016-02-10,NIFTY,7215.7,7298.2,7246.55,7325.05,0.0108,0.0107,0.0108,0.2063
2016-02-11,BANKNIFTY,14028.55,14588.45,14020.0,14643.25,0.0165,0.0171,0.0171,0.3258
2016-02-11,NIFTY,6976.35,7215.7,6993.45,7246.55,0.0133,0.0135,0.0135,0.2582
2016-02-12,BANKNIFTY,13971.5,14028.55,13982.45,14020.0,0.016,0.0165,0.0165,0.3162
2016-02-12,NIFTY,6980.95,6976.35,6990.0,6993.45,0.0129,0.0131,0.0131,0.2504
2016-02-15,BANKNIFTY,14445.0,13971.5,14430.75,13982.45,0.0176,0.0178,0.0178,0.3402
2016-02-15,NIFTY,7162.95,6980.95,7161.45,6990.0,0.014,0.014,0.014,0.2681
2016-02-16,BANKNIFTY,14166.45,14445.0,14140.65,14430.75,0.0177,0.018,0.018,0.3433
2016-02-16,NIFTY,7048.25,7162.95,7054.1,7161.45,0.0142,0.0141,0.0142,0.2707
2016-02-17,BANKNIFTY,14119.85,14166.45,14163.95,14140.65,0.0172,0.0174,0.0174,0.3329
2016-02-17,NIFTY,7108.45,7048.25,7120.9,7054.1,0.0139,0.0139,0.0139,0.2655
2016-02-18,BANKNIFTY,14298.15,14119.85,14289.8,14163.95,0.0169,0.017,0.017,0.3254
2016-02-18,NIFTY,7191.75,7108.45,7190.85,7120.9,0.0138,0.0136,0.0138,0.2631
2016-02-19,BANKNIFTY,14344.2,14298.15,14358.9,14289.8,0.0164,0.0166,0.0166,0.3163
2016-02-19,NIFTY,7210.75,7191.75,7212.45,7190.85,0.0134,0.0132,0.0134,0.2554
2016-02-22,BANKNIFTY,14384.8,14344.2,14395.7,14358.9,0.0159,0.0161,0.0161,0.3069
2016-02-22,NIFTY,7234.55,7210.75,7240.7,7212.45,0.013,0.0129,0.013,0.2481
2016-02-23,BANKNIFTY,14008.35,14384.8,14010.5,14395.7,0.0168,0.0169,0.0169,0.3235
2016-02-23,NIFTY,7109.55,7234.55,7113.1,7240.7,0.0133,0.0132,0.0133,0.254
2016-02-24,BANKNIFTY,13794.05,14008.35,13790.55,14010.5,0.0167,0.0169,0.0169,0.3223
2016-02-24,NIFTY,7018.7,7109.55,7019.05,7113.1,0.0133,0.0132,0.0133,0.2535
2016-02-25,BANKNIFTY,13555.7,13794.05,13555.7,13790.55,0.0167,0.0169,0.0169,0.3226
2016-02-25,NIFTY,6970.6,7018.7,6970.6,7019.05,0.013,0.0129,0.013,0.2479
2016-02-26,BANKNIFTY,13791.45,13555.7,13848.85,13555.7,0.0168,0.0172,0.0172,0.3284
2016-02-26,NIFTY,7029.75,6970.6,7055.15,6970.6,0.0127,0.0129,0.0129,0.2462
2016-02-29,BANKNIFTY,13946.4,13791.45,13989.35,13848.85,0.0165,0.0168,0.0168,0.3219
2016-02-29,NIFTY,6987.05,7029.75,7008.95,7055.15,0.0124,0.0126,0.0126,0.2407
2016-03-01,BANKNIFTY,14412.9,13946.4,14452.75,13989.35,0.0179,0.0182,0.0182,0.3474
2016-03-01,NIFTY,7222.3,6987.05,7229.05,7008.95,0.0145,0.0144,0.0145,0.2778
2016-03-02,BANKNIFTY,15092.45,14412.9,15109.6,14452.75,0.0207,0.0207,0.0207,0.3958
2016-03-02,NIFTY,7368.85,7222.3,7361.55,7229.05,0.0149,0.0146,0.0149,0.2853
2016-03-03,BANKNIFTY,15177.75,15092.45,15148.35,15109.6,0.0201,0.0201,0.0201,0.3842
2016-03-03,NIFTY,7475.6,7368.85,7449.55,7361.55,0.0149,0.0145,0.0149,0.2847
2016-03-04,BANKNIFTY,15339.2,15177.75,15328.45,15148.35,0.0197,0.0197,0.0197,0.3764
2016-03-04,NIFTY,7485.35,7475.6,7460.35,7449.55,0.0145,0.014,0.0145,0.2761
2016-03-08,BANKNIFTY,15146.5,15339.2,15153.4,15328.45,0.0193,0.0193,0.0193,0.3691
2016-03-08,NIFTY,7485.3,7485.35,7452.65,7460.35,0.014,0.0136,0.014,0.2677
2016-03-09,BANKNIFTY,15279.05,15146.5,15342.0,15153.4,0.0189,0.019,0.019,0.3623
2016-03-09,NIFTY,7531.8,7485.3,7535.05,7452.65,0.0137,0.0135,0.0137,0.2611
2016-03-10,BANKNIFTY,15180.65,15279.05,15234.1,15342.0,0.0183,0.0185,0.0185,0.3528
2016-03-10,NIFTY,7486.15,7531.8,7483.7,7535.05,0.0133,0.0132,0.0133,0.2548
2016-03-11,BANKNIFTY,15168.2,15180.65,15243.05,15234.1,0.0178,0.0179,0.0179,0.342
2016-03-11,NIFTY,7510.2,7486.15,7512.2,7483.7,0.013,0.0128,0.013,0.2475
2016-03-14,BANKNIFTY,15277.8,15168.2,15335.55,15243.05,0.0173,0.0174,0.0174,0.3328
2016-03-14,NIFTY,7538.75,7510.2,7546.85,7512.2,0.0126,0.0125,0.0126,0.2406
2016-03-15,BANKNIFTY,15326.8,15277.8,15398.9,15335.55,0.0168,0.0169,0.0169,0.3233
2016-03-15,NIFTY,7460.6,7538.75,7485.4,7546.85,0.0125,0.0122,0.0125,0.2383
2016-03-16,BANKNIFTY,15461.7,15326.8,15536.0,15398.9,0.0165,0.0165,0.0165,0.3161
2016-03-16,NIFTY,7498.75,7460.6,7527.0,7485.4,0.0122,0.012,0.0122,0.2323
2016-03-17,BANKNIFTY,15444.0,15461.7,15433.95,15536.0,0.016,0.0161,0.0161,0.3081
2016-03-17,NIFTY,7512.55,7498.75,7512.75,7527.0,0.0118,0.0116,0.0118,0.2254
2016-03-18,BANKNIFTY,15654.85,15444.0,15669.65,15433.95,0.0158,0.0161,0.0161,0.307
2016-03-18,NIFTY,7604.35,7512.55,7605.3,7512.75,0.0118,0.0116,0.0118,0.2258
2016-03-21,BANKNIFTY,15926.1,15654.85,15941.55,15669.65,0.0159,0.0161,0.0161,0.3083
2016-03-21,NIFTY,7704.25,7604.35,7713.35,7605.3,0.0119,0.0118,0.0119,0.2272
2016-03-22,BANKNIFTY,15936.0,15926.1,15969.0,15941.55,0.0154,0.0157,0.0157,0.299
2016-03-22,NIFTY,7714.9,7704.25,7726.25,7713.35,0.0115,0.0114,0.0115,0.2204
2016-03-23,BANKNIFTY,15887.75,15936.0,15936.2,15969.0,0.015,0.0152,0.0152,0.2901
2016-03-23,NIFTY,7716.5,7714.9,7736.3,7726.25,0.0112,0.0111,0.0112,0.2137
2016-03-28,BANKNIFTY,15604.9,15887.75,15666.7,15936.2,0.0152,0.0153,0.0153,0.2924
2016-03-28,NIFTY,7615.1,7716.5,7638.6,7736.3,0.0113,0.0112,0.0113,0.2162
2016-03-29,BANKNIFTY,15666.25,15604.9,15714.5,15666.7,0.0147,0.0149,0.0149,0.2838
2016-03-29,NIFTY,7597.0,7615.1,7620.05,7638.6,0.011,0.0109,0.011,0.2099
2016-03-30,BANKNIFTY,16134.85,15666.25,16147.4,15714.5,0.016,0.0159,0.016,0.3059
2016-03-30,NIFTY,7735.2,7597.0,7741.0,7620.05,0.0115,0.0112,0.0115,0.2203
2016-03-31,BANKNIFTY,16141.65,16134.85,16141.65,16147.4,0.0155,0.0154,0.0155,0.2965
2016-03-31,NIFTY,7738.4,7735.2,7738.4,7741.0,0.0112,0.0109,0.0112,0.2136
2016-04-01,BANKNIFTY,16174.9,16141.65,16253.15,16141.65,0.0151,0.015,0.0151,0.2877
2016-04-01,NIFTY,7713.05,7738.4,7748.75,7738.4,0.0109,0.0106,0.0109,0.2077
2016-04-04,BANKNIFTY,16190.6,16174.9,16257.9,16253.15,0.0146,0.0146,0.0146,0.2789
2016-04-04,NIFTY,7758.8,7713.05,7790.75,7748.75,0.0106,0.0103,0.0106,0.2033
2016-04-05,BANKNIFTY,15695.0,16190.6,15732.6,16257.9,0.0161,0.0162,0.0162,0.3103
2016-04-05,NIFTY,7603.2,7758.8,7623.5,7790.75,0.0114,0.0113,0.0114,0.2187
2016-04-06,BANKNIFTY,15636.95,15695.0,15706.05,15732.6,0.0156,0.0158,0.0158,0.301
2016-04-06,NIFTY,7614.35,7603.2,7634.7,7623.5,0.0111,0.011,0.0111,0.2121
2016-04-07,BANKNIFTY,15530.75,15636.95,15591.4,15706.05,0.0152,0.0154,0.0154,0.2938
2016-04-07,NIFTY,7546.45,7614.35,7565.05,7634.7,0.011,0.0109,0.011,0.2099
2016-04-08,BANKNIFTY,15568.35,15530.75,15652.1,15591.4,0.0148,0.0149,0.0149,0.2854
2016-04-08,NIFTY,7555.2,7546.45,7578.1,7565.05,0.0107,0.0106,0.0107,0.2036
2016-04-11,BANKNIFTY,15818.5,15568.35,15896.05,15652.1,0.0148,0.015,0.015,0.286
2016-04-11,NIFTY,7671.4,7555.2,7702.1,7578.1,0.011,0.011,0.011,0.21
2016-04-12,BANKNIFTY,15880.2,15818.5,15936.75,15896.05,0.0144,0.0145,0.0145,0.2776
2016-04-12,NIFTY,7708.95,7671.4,7732.8,7702.1,0.0107,0.0107,0.0107,0.2048
2016-04-13,BANKNIFTY,16278.55,15880.2,16332.75,15936.75,0.0152,0.0153,0.0153,0.2926
2016-04-13,NIFTY,7850.45,7708.95,7867.85,7732.8,0.0113,0.0112,0.0113,0.216
2016-04-18,BANKNIFTY,16222.7,16278.55,16237.35,16332.75,0.0148,0.0149,0.0149,0.285
2016-04-18,NIFTY,7914.7,7850.45,7920.3,7867.85,0.0111,0.011,0.0111,0.2129
2016-04-20,BANKNIFTY,16349.7,16222.7,16385.65,16237.35,0.0145,0.0146,0.0146,0.2796
2016-04-20,NIFTY,7914.75,7914.7,7929.85,7920.3,0.0108,0.0107,0.0108,0.2064
2016-04-21,BANKNIFTY,16637.15,16349.7,16640.0,16385.65,0.0147,0.0147,0.0147,0.2805
2016-04-21,NIFTY,7912.05,7914.75,7913.35,7929.85,0.0105,0.0103,0.0105,0.2001
2016-04-22,BANKNIFTY,16703.4,16637.15,16727.85,16640.0,0.0143,0.0143,0.0143,0.2731
2016-04-22,NIFTY,7899.3,7912.05,7911.15,7913.35,0.0102,0.01,0.0102,0.1942
2016-04-25,BANKNIFTY,16678.65,16703.4,16689.45,16727.85,0.0138,0.0139,0.0139,0.265
2016-04-25,NIFTY,7855.05,7899.3,7865.0,7911.15,0.0099,0.0098,0.0099,0.1901
2016-04-26,BANKNIFTY,17002.55,16678.65,17028.0,16689.45,0.0142,0.0143,0.0143,0.2735
2016-04-26,NIFTY,7962.65,7855.05,7979.15,7865.0,0.0102,0.0102,0.0102,0.195
2016-04-27,BANKNIFTY,16872.95,17002.55,16897.75,17028.0,0.0139,0.014,0.014,0.2676
2016-04-27,NIFTY,7979.9,7962.65,7990.35,7979.15,0.0099,0.0099,0.0099,0.1893
2016-04-28,BANKNIFTY,16716.9,16872.95,16716.9,16897.75,0.0137,0.0138,0.0138,0.2643
2016-04-28,NIFTY,7847.25,7979.9,7847.25,7990.35,0.0104,0.0105,0.0105,0.2013
2016-04-29,BANKNIFTY,16795.0,16716.9,16888.35,16716.9,0.0133,0.0136,0.0136,0.2607
2016-04-29,NIFTY,7849.8,7847.25,7894.8,7847.25,0.0101,0.0103,0.0103,0.1972
2016-05-02,BANKNIFTY,16543.0,16795.0,16620.8,16888.35,0.0134,0.0138,0.0138,0.2636
2016-05-02,NIFTY,7805.9,7849.8,7840.1,7894.8,0.0099,0.0102,0.0102,0.1939
2016-05-03,BANKNIFTY,16388.7,16543.0,16466.25,16620.8,0.0132,0.0136,0.0136,0.2592
2016-05-03,NIFTY,7747.0,7805.9,7783.8,7840.1,0.0098,0.01,0.01,0.191
2016-05-04,BANKNIFTY,16274.25,16388.7,16360.7,16466.25,0.0129,0.0133,0.0133,0.2531
2016-05-04,NIFTY,7706.55,7747.0,7732.75,7783.8,0.0096,0.0098,0.0098,0.1878
2016-05-05,BANKNIFTY,16281.0,16274.25,16384.45,16360.7,0.0125,0.0129,0.0129,0.2455
2016-05-05,NIFTY,7735.5,7706.55,7773.1,7732.75,0.0093,0.0096,0.0096,0.1837
2016-05-06,BANKNIFTY,16296.6,16281.0,16378.7,16384.45,0.0122,0.0125,0.0125,0.238
2016-05-06,NIFTY,7733.45,7735.5,7760.25,7773.1,0.009,0.0093,0.0093,0.1782
2016-05-09,BANKNIFTY,16686.1,16296.6,16772.0,16378.7,0.0131,0.0134,0.0134,0.2561
2016-05-09,NIFTY,7866.05,7733.45,7904.3,7760.25,0.0097,0.0101,0.0101,0.1931
2016-05-10,BANKNIFTY,16784.95,16686.1,16853.8,16772.0,0.0128,0.0131,0.0131,0.2494
2016-05-10,NIFTY,7887.8,7866.05,7919.75,7904.3,0.0094,0.0098,0.0098,0.1874
2016-05-11,BANKNIFTY,16754.45,16784.95,16785.25,16853.8,0.0124,0.0127,0.0127,0.2425
2016-05-11,NIFTY,7848.85,7887.8,7865.85,7919.75,0.0092,0.0097,0.0097,0.1845
